Floor,Zone,Row,Seat_Number,Seat_Type,Display_Text,X,Y,Z,View_ID
3F,C,7열,1,none,,0,0,0,View_3F_C_7_1
3F,C,7열,2,none,,0,0,0,View_3F_C_7_2
3F,C,7열,3,none,,0,0,0,View_3F_C_7_3
3F,C,7열,4,none,,0,0,0,View_3F_C_7_4
3F,C,7열,5,none,,0,0,0,View_3F_C_7_5
3F,C,7열,6,none,,0,0,0,View_3F_C_7_6
3F,C,7열,7,none,,0,0,0,View_3F_C_7_7
3F,C,7열,8,none,,0,0,0,View_3F_C_7_8
3F,C,8열,1,none,,0,0,0,View_3F_C_8_1
3F,C,8열,2,none,,0,0,0,View_3F_C_8_2
3F,C,8열,3,none,,0,0,0,View_3F_C_8_3
3F,C,8열,4,none,,0,0,0,View_3F_C_8_4
3F,C,8열,5,none,,0,0,0,View_3F_C_8_5
3F,C,8열,6,none,,0,0,0,View_3F_C_8_6
3F,C,8열,7,none,,0,0,0,View_3F_C_8_7
3F,C,8열,8,none,,0,0,0,View_3F_C_8_8
